#ffffff
255,255,255
#e0e0e0
224,224,224
#c2c2c2
194,194,194
#b3b3b3
179,179,179
#a3a3a3
163,163,163
#8f8f8f
143,143,143
#cfcfcf
207,207,207
#525252
82,82,82
#616161
97,97,97
#707070
112,112,112
#9e9e9e
158,158,158
#adadad
173,173,173
#ff0f87
255,15,135
#ff2e96
255,46,150
#ff4da6
255,77,166
#ff8ac4
255,138,196
#ffa8d4
255,168,212
#ffc7e3
255,199,227
#a300a3
163,0,163
#c200c2
194,0,194
#e000e0
224,0,224
#ff1fff
255,31,255
#ff3dff
255,61,255
#ff5cff
255,92,255
#5c00a3
92,0,163
#6e00c2
110,0,194
#7f00e0
127,0,224
#9e1fff
158,31,255
#ab3dff
171,61,255
#b85cff
184,92,255
#000061
0,0,97
#00009e
0,0,158
#0000bd
0,0,189
#0000db
0,0,219
#0000a3
0,0,163
#0000c2
0,0,194
#0000e0
0,0,224
#1f1fff
31,31,255
#3d3dff
61,61,255
#5c5cff
92,92,255
#00a3a3
0,163,163
#00c2c2
0,194,194
#00e0e0
0,224,224
#1fffff
31,255,255
#3dffff
61,255,255
#5cffff
92,255,255
#004242
0,66,66
#006161
0,97,97
#009e9e
0,158,158
#00bdbd
0,189,189
#00dbdb
0,219,219
#004200
0,66,0
#006100
0,97,0
#009e00
0,158,0
#00bd00
0,189,0
#00db00
0,219,0
#424200
66,66,0
#616100
97,97,0
#9e9e00
158,158,0
#bdbd00
189,189,0
#dbdb00
219,219,0
#00a300
0,163,0
#00c200
0,194,0
#00e000
0,224,0
#1fff1f
31,255,31
#3dff3d
61,255,61
#5cff5c
92,255,92
#a3a300
163,163,0
#c2c200
194,194,0
#e0e000
224,224,0
#ffff1f
255,255,31
#ffff3d
255,255,61
#ffff5c
255,255,92
#a38b00
163,139,0
#c2a500
194,165,0
#e0bf00
224,191,0
#ffdd1f
255,221,31
#ffe23d
255,226,61
#ffe75c
255,231,92
#a36a00
163,106,0
#c27e00
194,126,0
#e09200
224,146,0
#ffb01f
255,176,31
#ffbb3d
255,187,61
#ffc65c
255,198,92
#b9894b
185,137,75
#c0955d
192,149,93
#caa677
202,166,119
#dbc3a3
219,195,163
#e4d1b9
228,209,185
#ece0cf
236,224,207
#5d1818
93,24,24
#721d1d
114,29,29
#8e2525
142,37,37
#bf3131
191,49,49
#ce4040
206,64,64
#d45959
212,89,89
#610000
97,0,0
#9e0000
158,0,0
#bd0000
189,0,0
#db0000
219,0,0
#a30000
163,0,0
#c20000
194,0,0
#e00000
224,0,0
#ff1f1f
255,31,31
#ff3d3d
255,61,61
#ff5c5c
255,92,92
#be careful, max is 128 colors!
